02EMS0008O|VESPERTINO||42| 14.6| 39.0| 39.0|  7.3| 23.8| 40.5| 11.9| 23.8
02ETC0004A|MATUTINO||181| 14.4| 28.7| 51.9|  5.0| 25.0| 31.4| 22.7| 20.9
02ETC0004A|VESPERTINO||175|  9.5| 40.5| 47.0|  3.0| 27.3| 41.3| 18.0| 13.4
02ETC0004A|MATUTINO|ERENDIRA|25| 17.4| 60.9| 21.7|  0.0| 56.0| 44.0|  0.0|  0.0
02ETC0004A|MATUTINO|LA MISION|20| 25.0| 65.0|  5.0|  5.0| 50.0| 40.0| 10.0|  0.0
02ETC0004A|MATUTINO|SN A MINAS|11|  0.0| 45.5| 27.3| 27.3|  9.1|  9.1| 45.5| 36.4
02ETC0014H|MATUTINO||49|  6.1| 28.6| 61.2|  4.1|  6.1| 28.6| 40.8| 24.5
02ETC0014H|VESPERTINO||25|  8.0| 44.0| 48.0|  0.0| 16.0| 52.0| 32.0|  0.0
02ETC0014H|VESPERTINO|BAHIA ANGELE|4|  0.0| 75.0| 25.0|  0.0| 75.0| 25.0|  0.0|  0.0
02ETC0014H|VESPERTINO|COLONET|20|  0.0| 65.0| 35.0|  0.0| 25.0| 30.0| 20.0| 25.0
02ETC0014H|VESPERTINO|VILLA JESUS|11|  0.0| 63.6| 36.4|  0.0| 27.3| 27.3| 36.4|  9.1
02PBH0028W|MATUTINO||8|  0.0| 12.5| 87.5|  0.0| 25.0| 12.5| 25.0| 37.5
02PBH0030K|MATUTINO||34|  0.0|  3.0| 66.7| 30.3|  6.3|  9.4| 25.0| 59.4
02PBH0035F|MATUTINO||38|  0.0| 21.1| 50.0| 28.9| 21.1| 28.9| 21.1| 28.9
02PBH0048J|MATUTINO||18| 11.1|  5.6| 77.8|  5.6|  0.0| 33.3| 22.2| 44.4
02PBH0067Y|MATUTINO||22|  4.5| 63.6| 31.8|  0.0| 36.4| 36.4| 18.2|  9.1
02PBH0130J|MATUTINO||30| 35.7| 39.3| 25.0|  0.0| 76.9| 19.2|  3.8|  0.0
02PBH0130J|NOCTURNO||5| 25.0| 50.0| 25.0|  0.0| 50.0| 50.0|  0.0|  0.0
02PBH3041K|MATUTINO||138|  0.7|  6.6| 58.1| 34.6|  2.9| 18.4| 26.5| 52.2
02PBH3743B|MATUTINO||16|  0.0| 37.5| 50.0| 12.5| 20.0| 46.7| 20.0| 13.3
02PCT0012P|VESPERTINO||7| 42.9| 42.9| 14.3|  0.0| 71.4| 14.3| 14.3|  0.0
02PCT0044H|MATUTINO||31| 33.3| 33.3| 33.3|  0.0| 53.6| 39.3|  3.6|  3.6
02SBC2105Z|MATUTINO||47| 31.4| 51.4| 17.1|  0.0| 54.5| 36.4|  9.1|  0.0
02SBC2105Z|VESPERTINO||14| 46.2| 53.8|  0.0|  0.0| 71.4| 28.6|  0.0|  0.0
02SBC2105Z|NOCTURNO||7| 33.3| 33.3| 33.3|  0.0| 71.4| 28.6|  0.0|  0.0
02DCT0018E|MATUTINO||203|  8.0| 33.8| 56.2|  2.0|  6.9| 26.6| 39.9| 26.6
02DCT0018E|VESPERTINO||180| 25.0| 35.8| 36.4|  2.8| 35.3| 34.7| 16.8| 13.3
02DCT0075W|MATUTINO||214| 18.8| 36.5| 43.8|  1.0| 23.2| 39.8| 20.4| 16.6
02DCT0075W|VESPERTINO||130| 17.7| 46.8| 34.7|  0.8| 35.9| 51.6| 10.9|  1.6
02DCT0407V|MATUTINO||178|  8.6| 33.7| 52.6|  5.1|  9.0| 22.6| 36.7| 31.6
02DCT0407V|VESPERTINO||71|  7.0| 46.5| 43.7|  2.8| 18.3| 35.2| 32.4| 14.1
02DPT0004F|VESPERTINO||72| 22.9| 45.7| 31.4|  0.0| 50.7| 35.2|  9.9|  4.2
02DPT0012O|MATUTINO||195| 11.0| 42.9| 42.9|  3.3| 40.3| 42.4| 11.0|  6.3
02DPT0012O|VESPERTINO||101| 32.0| 40.2| 25.8|  2.1| 71.0| 24.0|  4.0|  1.0
02DTA0041H|MATUTINO||160| 16.4| 45.9| 35.8|  1.9| 39.6| 46.5| 10.1|  3.8
02DTA0041H|MATUTINO|EXTENSION 1|11| 36.4| 27.3| 36.4|  0.0| 27.3| 36.4| 36.4|  0.0
02ECB0001O|MATUTINO||195| 13.7| 34.2| 47.9|  4.2| 16.1| 37.8| 25.9| 20.2
02ECB0001O|VESPERTINO||63| 42.6| 37.7| 19.7|  0.0| 52.5| 32.8|  9.8|  4.9
